fecha,cliente,segmento,pais,ciudad,responsable_cuenta,producto,plan,canal,estado,ingresos,cantidad,margen_bruto,tickets_soporte,nps,riesgo_churn,comentarios
2025-09-05,Cliente 020,Mediana empresa,Perú,Arequipa,Ana Torres,Soporte IA,Inicio,Entrada,Expansión,2089.46,7,1564.21,0,5,24.1,Alta adopción por parte del equipo de operaciones
2025-09-06,Cliente 050,Pyme,Chile,Santiago,Sofía Vega,Sincronización CRM,Enterprise,Referido,Activo,2101.96,1,1286.99,0,9,0,Necesita apoyo de onboarding y documentación más clara
2025-09-07,Cliente 031,Pyme,Colombia,Bogotá,Daniel Ortiz,Pagos,Escala,Entrada,Activo,1182.38,4,586.51,1,5,32.1,Sponsor ejecutivo positivo y oportunidad de expansión
2025-09-08,Cliente 040,Pyme,Perú,Lima,Carlos Méndez,Soporte IA,Inicio,Referido,Activo,650.55,4,468.61,0,7,7.7,El cliente pidió reportes más rápidos y dashboards más claros
2025-09-09,Cliente 021,Pyme,México,Guadalajara,Sofía Vega,Analítica,Crecimiento,Referido,Activo,1002.61,5,688.94,1,9,5.2,Varios tickets sobre confiabilidad de la integración
2025-09-10,Cliente 069,Enterprise,Colombia,Bogotá,Sofía Vega,Pagos,Escala,Entrada,En riesgo,8952.85,20,4846.73,3,5,41.0,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-11,Cliente 056,Pyme,Colombia,Bogotá,Sofía Vega,Soporte IA,Crecimiento,Prospección,Activo,855.2,3,611.38,2,5,35.1,Varios tickets sobre confiabilidad de la integración
2025-09-12,Cliente 039,Mediana empresa,México,Guadalajara,Ana Torres,Pagos,Escala,Aliado,En riesgo,2900.66,8,1776.93,1,7,12.9,Está satisfecho con la automatización pero quiere más campos del CRM
2025-09-13,Cliente 089,Mediana empresa,Estados Unidos,Nueva York,Daniel Ortiz,Pagos,Crecimiento,Entrada,Expansión,1974.88,11,1344.05,1,7,13.3,Sponsor ejecutivo positivo y oportunidad de expansión
2025-09-14,Cliente 055,Pyme,Colombia,Cali,Carlos Méndez,Analítica,Escala,Referido,Activo,1619.19,3,1142.68,0,4,30.3,Preocupación de precio durante la conversación de renovación
2025-09-15,Cliente 089,Mediana empresa,Colombia,Medellín,Luis Rivera,Soporte IA,Inicio,Aliado,Activo,1671.63,7,1249.56,0,6,10.1,Necesita apoyo de onboarding y documentación más clara
2025-09-16,Cliente 036,Pyme,México,Monterrey,Carlos Méndez,Analítica,Inicio,Entrada,Activo,688.85,2,344.14,0,5,22.2,Bajo uso durante el último mes
2025-09-17,Cliente 082,Mediana empresa,México,Guadalajara,Daniel Ortiz,Analítica,Crecimiento,Prospección,Expansión,2528.57,6,1737.95,1,7,16.5,Alta adopción por parte del equipo de operaciones
2025-09-18,Cliente 081,Pyme,Estados Unidos,Miami,Luis Rivera,Pagos,Crecimiento,Prospección,Expansión,908.72,6,529.37,0,7,5.7,Bajo uso durante el último mes
2025-09-19,Cliente 003,Mediana empresa,Colombia,Cali,Sofía Vega,Automatización,Crecimiento,Aliado,En riesgo,3203.23,9,1801.72,0,7,0,Bajo uso durante el último mes
2025-09-20,Cliente 071,Pyme,Chile,Valparaíso,Daniel Ortiz,Sincronización CRM,Inicio,Prospección,Activo,598.23,4,394.31,0,5,22.7,Bajo uso durante el último mes
2025-09-21,Cliente 029,Enterprise,México,Guadalajara,Carlos Méndez,Soporte IA,Inicio,Aliado,Activo,5236.05,21,3637.26,2,5,30.0,Bajo uso durante el último mes
2025-09-22,Cliente 054,Pyme,Chile,Santiago,Luis Rivera,Pagos,Crecimiento,Entrada,Activo,835.43,1,571.08,2,6,25.0,Está satisfecho con la automatización pero quiere más campos del CRM
